155_joscha_bach|AND IS COMPLETELY FUNDAMENTALLY IMPOSSIBLE TO GET ACESS TO IT BECAUSE I
155_manolis_kellis|JUST BECAUSE YOU SPENT YOU KNOW TEN THOUSAND HOURS OF YOUR LIFE STUDYING BOT AN OLD HUMAN D
155_matt_botvinick|LOOKING AT THE ANALYZING THE BEHAVIOR OF POPULATIONS WHO HAD ON
155_peter_singer|A MINIMUM OF SUFFERING IN ORDER TO HAVE
155_richard_karp|TELETHE GAP
155_sheldon_solomon|UT TWO
155_steven_pressfield|AND WHICH CREATES
156_david_eagleman|THE SIGG MATTER FI MEAN
156_ian_hutchinson|SO THAT'S WHY YE CAN DO LIKE THAT IN THE SUN SO WE CAN BUILD TE SUN
156_jitendra_malik|BECAUSE THAT PERCEPTION ALWAYS HAS TO
156_joscha_bach|ISN'T THE STORY SUPPOSE TO ISN'T THE BRAIN IN A IN IN SOMETHING
156_richard_karp|FROM THE OPTIMEN
156_russ_tedrake|IN THE MOVEMENT OF ANY I DO HI AN FAVORITE EXAMPLE OKA
156_sara_seager|IT HAS TO BE A STAR
156_steven_pressfield|A WAR INSIDE OURSELVES SO THE OUTER THE OUTER WAR WHEN I WHEN I THINK ABOUT
157_ben_goertzel|LEARNING  AND AND
157_david_patterson|THINK LIKE A MICHOPROCESSOR GINIER
157_dileep_george|AM SOVICION WISHALL GOTEXISNOJEST EH
157_françois_chollet|CANAFLICA SAWUEMAP
157_grant_sanderson|I DO THINK I COULD MAKE NEW LIKE EXPOSITIONAL CONTRIBUTIONS WHERE THERE'S CAND OF A NOTION OF
157_jitendra_malik|NOT TELL US WHAT IS NOW BUT WHAT WILL HAPPEN
157_joscha_bach|IN A EXISTING IN SOME KIND OF CONTAXT BUT WHAT WE CAN IDENTIFY AS COMPUTE AS SCIENTISTS WE CAN
157_karl_friston|INTERESTING CHERAVAN DISTINCTION DISTINCTIONABLE YE I I THINK THERE IS AM SO AM
157_russ_tedrake|
157_sara_seager|QUITE CLOSE TO EARTH LAY
158_david_eagleman|IT'S HARD TO KNOW WHAT TO DO I THINK ABOUT THAT LIKE IF I WERE TO ASK THE QUESTION
158_david_patterson|YOU THINK LIKE AH
158_dileep_george|FEEDFORWARD GASCADE OFF NURONCE UM
158_grant_sanderson|AH THINGS THAT ARE KNOWN BUT LIKE HAVEN'T BEEN EXPLAINED VERY WELL
158_ian_hutchinson|HOW DO YOU CREATE A FUSION R EN  AT REACTION YE
158_karl_friston|FOUR KINDS OF STATES IN ANY GIVEN UNIVERS THAT CONTAINS ANYTHING THE THINGS ARE INTERNAL
158_kate_darling|THAT'S TRUE WHETHER IT'S AN OUTLET FOR PEOPLE OR WHETHER IT JUST KIND OF AMY FRIEND ONE SAID TRAINS THEIR CRUELTY MUSCLES AND MAKES THEM MORE CRUEL IN OTHER SITUATIONS
158_manolis_kellis|BUT WE HAVE TO TEACH THEM THE MEANS TO GET TO KNOWLEDGE
158_peter_singer|WHEN YOU TALK ABOUT ERADICATING POVERTY IN THE WORLD
158_richard_karp|AND DAM
158_sheldon_solomon|OUGHT TO FIND MEANING AND VALUE IN LIFE
159_ben_goertzel|ALTHOUGH THE WHOLE IDEA IN THE
159_david_eagleman|AH THIS IS IMPORTANT QUESTION FOR MAS SHE LEARNING IS A HOW DOES THE BRAIN LEARN
159_ian_hutchinson|WHERE THEY RELEASE MORE
159_kate_darling|A BOY YEAH AND THAT EXPANSE TO OTHER TOPICS ATWHICH I I DON'T NOTE YOU KNOW THERE'S A I
159_matt_botvinick|ALLESION IN A PARTICULAR PART OF THE BRAIN AND THE THE KIND OF EXPERIMENTATION THAT WAS DONE IN THAT STILL BEING DONE
159_richard_karp|VARIOUS METRICS OF WHAT'S GOING ON ARE IMPROVING ALL ALONG UNTIL E FINALLY HIT THE OPTIMUM
160_ben_goertzel|LIKE THE JEWS THAT THE CHOSEN PEOPLE OF GOD NEVER RESINATED WITH ME TUMONC
160_brian_kernighan|WHY DO YOU THINK IT'S SUCH A POWERFUL TOOL GRAP ANOK WHY DO YOU THINK I'LL BRATING SYSTEMS LIKE WINDOWS FOR EXAMPLE DON'T
160_david_eagleman|ADO YOU NOT HAV TA SERF
160_françois_chollet|AS I THERE'S A KEY
160_grant_sanderson|HAT YOURE CREATING SOMETHING NEW
160_jitendra_malik|I MEAN NOW
160_joscha_bach|YOU'VE SAID ON THIS TOPIC YOUVE SAID IN A RECENT CONVERSATION THAT QUOTE
160_karl_friston|WHAT WE'RE TALKING ABOUT
160_matt_botvinick|TOGET ANSWERS
160_robert_langer|COMPUTING SYSTEMS HAVING A ROLE
160_sara_seager|HUNDREDS OF LIGHT YEARS LAK HOW MANY STARS ARE CLOSE BY
160_sergey_levine|WHAT THINGS ARE GOING TO DO INTO THE FUTURE IN ORDER FOR YOU TO BE ABLE TO UM ACT IN THAT WORLD AND THEN THEREIS ALSO THE
160_sheldon_solomon|HIS WHAT'S HIS WORM AT THE CORPS
161_joscha_bach|SOME PEOPLE THINK THAT A SIMULATION CAN'T BE CONSCIOUS AND ONLY I PHYSICAL SYSTEM CAN BUT THEY GOT IT COMPLETELY BACKWARD AF PHYSICAL SYSTEM
161_karl_friston|IN TERNAL STRATES
161_kate_darling|TOUCHED AT ALL RESEARTWISE
161_robert_langer|IN THE ANY PART OF THIS INTO THE THE DELIVERY DRUGS TO THE DESIGN OF DRUGS IN ANY PART OF THE CHAINE
161_steven_pressfield|MOUNTAIN MEN
162_david_eagleman|U WHAT HAPPENS IS YOU KNOW YOU'LL BE TERRIBLE AT FIRST YOU KNOW HOW I PRET YOUR BODY NOT HOW TO READ THE WAVES THINGS LIKE THAT
162_dileep_george|AH LEVELITI
162_françois_chollet|AND A LOT OF IT ISN'T IN THE FOG
162_grant_sanderson|OF THE VERY THING
162_sheldon_solomon|YOU KNOW FROM A DISTANCE
162_steven_pressfield|AND BASICLY
163_david_patterson|EASY IT WILL BE FOR COMPALLERS
163_françois_chollet|AYOU ARE TRYING TO KIND OF IT'S ALMOST LIKE O
163_jitendra_malik|MAYBE THE SYSTEM SIX MONTHS FROM NOW WE'LL NOT HAVE THAT THAT
163_kate_darling|SERVE ANY KIND OF INTERACTION BETWEEN HUMAN ROBUTAS
163_richard_karp|DON CANUTH
163_robert_langer|IF YOU GET A LARGE AMOUNT OF INFORMATION NEED I'LL SAY YOU HAVE SOME CHEMICAL DAT CAUSE YOU'VE DONE HI THROUH PUT SCREENS
163_steven_pressfield|BARBARIANS
164_françois_chollet|FROM BOTH SIDES AN YE SEE WHERE WE ARE TO JOIN
164_jitendra_malik|THAT PARTICULAR FALURE MODE
164_kate_darling|SHOWS ANY KIND OF COMPASSION THEY IMMEDIATELY THINK FROM A PRODUCT RERSPECTIVE IN E YEAR TERM
164_manolis_kellis|THIS HUGE WEALTH OF KNOWLEDGE SO YOU NEED A BASIC EDUCATIONAL FOUNDATION
164_peter_singer|AN OBJECTIVE LEVEL OF SUFFERING
164_richard_karp|HAS CALLED ATTENTION TO A BREED OF PEOPLE WHO WIL DERIVE GREAT AESTHETIC
164_steven_pressfield|MACEDONIANS
165_david_patterson|THAT EVERYTHING IN THERE CAN BE USED BY COMPILERS
165_françois_chollet|START PROVING FROM THAT
165_grant_sanderson|SO MAYBE THAT'S WHAT GOES ON EVERY RESEARCHER IS JUST ON THE OTHER END OF THAT HUMP AND IT FEELS LIKE IT SO FAR AWAY BUT ONE STEP
165_ian_hutchinson|THAT'S NOT THE REASON THEY DID IT FIZZLED OUT IS THAT YES THEY WERE BURNING THEY THEREWAS SMOKE COMING FROM THEM BUT THEY WERE NOT IGNITED
165_karl_friston|NOW WE MADE THE NEXT MOVE
165_peter_singer|OR OF POVERTY WHERE
165_robert_langer|AND THEN MAYBE USED THAT SOMEHOW TO PREDICT THE NEXT GENERATION OF THINGS THAT YOU WOULD TEST
165_steven_pressfield|CREAT BY CREATING THIS ARMY AND THIS DREAM
166_ben_goertzel|PROFESSOR HE KNEW THAT AT YU PEN NEARBY WHO WHO UNDERSTOOD THESE THINGS RIGHT SO THAT'S
166_david_patterson|THINGS THAT ARE MISSING AH THAT'LL MAKE IT DIFFICULT FOR THE PROGRAMME TO RUN
166_dileep_george|AND MEN YOU GO AND READ THE LITERATURE YES PEOPLE HAVE PROBED IT AND PEOPLE HAVE PROBED IT VERY SYSTEMATICALLY AN AN THEY HAVE HYPOTHESIS ABOUT HOU
166_françois_chollet|FROM THE DESTINATION
166_joscha_bach|AND ASO THESE PRAYERS THAT YOU COMMIT TO ARE LARGERLY
166_karl_friston|BUT WHAT ABOUT LIVING THINGS
166_manolis_kellis|ADON THE SORT OF DOMAIN SPECIFIC KNOWLEDGE
166_richard_karp|SO IN THE ASSINING PROBLEM YOU HAVE E
166_sergey_levine|OPITIMATLY TO BEST ACCOMPLISH THE TASK
166_sheldon_solomon|RIGHT NOW FOR WHICH THERE IS MORE EMPIRICAL EVIDENCE AND SO I APPRECIATED THAT HE'S GREAT
166_steven_pressfield|OF CONQUERING THE WORLD
167_david_patterson|ITHINK FROM HENNESEASON MY PERSPECTIVE IN THE NINETEEN EIGHTIES WHAT HAPPENED WAS GOING FROM KIND OF REALLY A R
167_dileep_george|THOSE LATAL CONNECTIONS ARE
167_grant_sanderson|HIS LECTURES AR WHILE HE READING HIS LECTURES EVERYTHING MAKES SUCH PERFECT SENSE
167_ian_hutchinson|OR WHAT WE NEED TO DO
167_joscha_bach|TARGED VALUES THAT OUR NEEDS SHOULD APPROACH SET POINTS
167_karl_friston|I MEAN SO LET ME ASK YOU WHAT'S THE DIFFERENCE BETWEEN AN OIL DROP AND A LITTLE TADPOLE OR A LITTLE LAVA
167_matt_botvinick|THE COST OF DOING
167_peter_singer|YOU'RE CONSTANTLY HUNGRY HAM
167_richard_karp|IN BOYS AND IN GIRLS
168_brian_kernighan|ROB'S EXPERIENCE WITH ET HE
168_dileep_george|POSSITLY CONTRIBUTING DO WE SHALL PROSS A THING
168_grant_sanderson|SO AS AN ENTERTAINMENT
168_ian_hutchinson|WHAT THE STARS DO IN ORDER TO GENERATE NUCLIA
168_manolis_kellis|BUT IT SHOULD ALSO BE
168_matt_botvinick|HIGHLY CONTROLLED EXPERIMENTS
168_richard_karp|IN YOU ARE GIVEN THE DESIRABILITY OF A OR OR THE COST
168_robert_langer|AND PERHAPS I APOLOGIZE AS ISIS A PHILOSOPHICAL BROADER QUESTION BUT DO WE OVERRELY IN THEM DO WE IMPROPERLY PRESCRIBE THE
168_russ_tedrake|THAT HAD THE SAME SORT OF VORTEX STREET
168_sergey_levine|TOWARDS HUMAN LEVEL INTELLIGENCE
168_sheldon_solomon|T'S ONE OF THE
169_brian_kernighan|ENVY I ALDI
169_kate_darling|HEN I'M TRYING TO SAY THEY THEY WON'T
169_manolis_kellis|THE WAY TO ACQUIRE KNOWLEDGE
169_matt_botvinick|IS THAT YOU BY CONSTRUCTION MISS OUT ON
169_richard_karp|THE EITHE BOY WITH THE JASE GIRL FOR ALL IENCHEE YOU'RE GIVEN A MATRIX OF NUMBERS
170_ben_goertzel|FAH AND KIRK HAD TRICKED INTO A MECHANICAL BRIKDUM BY PRESENTING WITH A LOGICAL PARADOX
170_david_eagleman|IT REMAINS VALUABLE YOUR WHOLE LIFESO EVEN WHEN YOUR OLLD PERSO YOU'LL BE ABLE TO
170_françois_chollet|PEOPLE THAT SEEMED TO LIKE
170_grant_sanderson|YOU KNOW EVEN A WEEK LATER
170_ian_hutchinson|ENOUGH ENERGY TO KEEP THEMSELVES HOT
170_karl_friston|THE ODROP WILL BE MOVED  BUT DOES IT IN AN OF ITSELF MOVE AUTONIMOUSLY
170_manolis_kellis|ANY OF US KNOW HOW TO DO THAT IN THIS MODERN DAY WERD I ECT YU LEARNING ONE W THE BIG SURPRISING THING TO ME ABOUT THE
170_matt_botvinick|THE RICHNESS AND COMPLEXITY OF THE REAL WORLD ONE THING THAT SO  I I WAS DRAWN INTO SCIENCE BY
170_richard_karp|AND YOU WANT TO
170_russ_tedrake|AND THEY PUT A REAL FISH
170_sergey_levine|KIND OF US TO DO WITH THEM
171_ben_goertzel|AND I WAS JUST LIKE ONE THIS MAKES NO SENSE THIS A I IS VERY VERY SMART 'S BEEN TRAVELLING ALL AROUND THE UNIVERSE Y
171_kate_darling|LIKE THE INTERACTION ITS LIKE THE FOLKS WHO THIS MOOS IN THIS RAY WHO L PRAY A PAY A PROSTITUTE
171_sara_seager|THE GOLDY LOCKSTONE OF THE HOSTAR
172_ben_goertzel|BUT THESE PEOPLE COULD TRICK IT WITH A SIMPLE LOGICAL PARADOX LIKE WHY
172_david_eagleman|REALLY YOUR GOAL IS TO MAKE AN INTERNAL MODEL OF THE WORLYOUR GOAL IS TO SAY
172_david_patterson|WHAT ARE THE METRICS THAT YOU ARE THINKING ABOUT WHEN LOOKING AT THESE STRAYE OFFS NOW LLET'S TALK ABOUT THEMETRICS SO
172_françois_chollet|CALLAC TE MEDICINE SIDE YOUR MIND
172_grant_sanderson|AM SO
172_joscha_bach|THE YOU KIND OF DESCRIBED ING SORT OF THIS EMERGENT PHENOMENA OF CONSCIOUSNESS FROM THE STIMULATION
172_matt_botvinick|WHAT WE NOW CALL DEEP LEARNING ON AND AT THAT POINT IN HISTORY
172_robert_langer|CAN WE TALK ABOUT ANOTHER EXCITING
172_russ_tedrake|AND THE AMAZING THING IS THAT IF YOU WATCH FROM ABOVE
172_sergey_levine|AH IT'S IT'S HARD TO JUST SAY LIKE OH IF YOU CAN LATERNOLIC
172_steven_pressfield|WILLINGLY GOING TO ONE'S OWN DEATH
173_ben_goertzel|IF YOU KNOW IF THE HUMAN BRAIN
173_brian_kernighan|E PAPER AND THAT MEANT THAT EXCHANGE O YO WRITE REAL PAPER AND SO IF YOU CHANGE THE LINE
173_kate_darling|I ALSO FEEL LIKE WESHULD KIND OF D
173_matt_botvinick|NORAL NETWORKS WERE
173_richard_karp|SUCH THAT THE SUM OF THE ASSOCIATED COSTS WILL BE BEN AMISED SO THEY
173_sara_seager|L THE STARS OUT THERE EVEN  VERY NEAREST ARE
173_sheldon_solomon|AND AUTONOMY
174_françois_chollet|AS A AS CAN AFFLACT A CONSEQUENCE OF A ORGANIZING THINGS ON PAPERALY STALL BEING MO ORGANIZED AND SEDYOU INSIDE YOUR ON MIND WHAT WHAT IS THAT WORK LIKE YOU PUT
174_joscha_bach|DOES I STILL FEEL
174_manolis_kellis|MAY BE ANY ONE PARTICULAR O
174_matt_botvinick|PRIMARILY BEING USED IN ORDER TO MODEL HUMAN COGNITION AN THEY WEREN'T YET REALLY USEFUL FOR INDUSTRIAL APPLICATIONS
174_richard_karp|HETHE BEST WAY TO MATCH THE BOYS WITH THE GIRLS OR
174_sheldon_solomon|TWO INDIVIDUALS
175_david_patterson|RIGHT
175_françois_chollet|LIKE YOU HAVE AN EXAMPLE A WHATT WIDIT WIDY WHAT'S THE FIRST THING YOU WRITE ON PAPER WHAT'S THE SECOND THING YOU WRITE
175_ian_hutchinson|TENS OF MILLIONS OF DEGREE CELSIUS
175_joscha_bach|LIKE II UNDERSTAND YOCANA THISSELF IS AN IMTPORTANT PART OF THE STIMULATION
175_karl_friston|SO THERE ARE TWO TYPES OF OIL DROPS IF YOU LIKE THERE ARE OIL DROPS WHERE THE INTERNAL STATES ARE SO AMB
175_kate_darling|AM YOU KNOW EVEN PROSTITUTION LIKE THEIR PROSTITUTES THAT SPECIALIZE IN
175_manolis_kellis|WITH JUST
175_matt_botvinick|FROM FROM THE EIGHTIES SOME WHEN I WAS N WENT TO MEDICAL SCULL BEFORE I WENT INTO SCIENCE
175_peter_singer|A THAT CAN HAPPEN AND THAT THEN IS A KIND OF A RELATIVE SUFFERING
175_robert_langer|ORGANS  AND A CHIP THE SOUNDS FASCINATING SO WOULD
175_russ_tedrake|FISH HAS A CHARACTERISTIC GAIT
175_steven_pressfield|YOU KNOW I GET INVITED TO SPEAK TO RENCOR GROUPS AND THINGS LIKE THAT ALL THE TIME AND I DECLINE
176_brian_kernighan|RELATIVELY CRUDE ASSEMBLY LANGUAGES WHERE PEOPLE WOULD
176_david_eagleman|YOU'RE ESSENTIALLY ON YOUR OWN PLANET IN THERE AND I'M ESSENTIALLY ON MY OWN PLAN ATD EVERY ONE'S GOT THEIR OWN
176_dileep_george|A IN A MALTIPLE LAYERS
176_ian_hutchinson|IN ORDER FOR THE REACTIONS TO GO FAST ENOUGH TO GENERATE ENOUGH ELECTRICITY TO KEEP
176_jitendra_malik|HAL FOR LEARNING THE SAMCAPABILITIES SO SAY THAT THERE IS GOING TO BE A SISTENT THAT SALLS THE TIME AS DRIVING
176_kate_darling|YET I THINK THAT'S AN EXCITING
176_manolis_kellis|ARE ANCREDIBLY GOOD AT AGGREGATING DATA AND PLOTTING AN VISUALIZING THAT DATA THAT'S BEEN REALLY SURPRISING TO ME I DON'T KNOW WHAT TO MAKE OF IT
176_peter_singer|DISTINCT FROM THE OBJECTIVE FORMS OF SUFFERING
177_ben_goertzel|HE WASN'T HE WASN'T GETTING TO SAY ANYTHING ONE WAY OR THE OTHER BUT YOU KNOW I
177_brian_kernighan|IN THEIR SIMPLEST FORM AT LEAST ONE INSTRUCTION PUR OR ONE ASSEMBLY LANGUAGE INSTRUCTION PUR INSTRUCTION IN THE MACHINES REPRTOISE
177_david_eagleman|AND WE'VE GOT THIS VERY THIN BANDWIDTH OF COMMUNICATION
177_david_patterson|AUNT ANEVERIGE SO YOU'D MULTIPLY
177_dileep_george|AND IT OUR COLUMNOSTRUCTURE
177_françois_chollet|ABOUT THE TOPICS HE WOULD START BY
177_grant_sanderson|THE VERY SAME THING THAT SO ADMIRABLE ABOUT FINEMAN'S LECTURES WHICH IS HOW
177_ian_hutchinson|OR ENOUGH ENERGY TOKEEP IT GOING
177_jitendra_malik|O YOU THINK IT WILL LOOK SIMILAR TO WHAT WE HAVE TO DAY
177_karl_friston|WHEN YE DO THE AVERAGING MOVE SO A NICE EXAMPLE OF THAT WILL BE THE SUN
177_manolis_kellis|AM I DON'T KNOW
177_peter_singer|BUT IN YOUR FOCUS ON ERADICATING SUFFERING YOU DON'T THINK ABOUT THAT KIND OF
177_sara_seager|WA YOU DON'T
177_sheldon_solomon|AND IN A PERFECT UNIVERSE
178_richard_karp|IF THERE IS A CONNECTION THAT IS NOT ALLOWED THEN YOU CAN THINK OF IT IS HAVING AN INFINITE COT A
178_russ_tedrake|HERE WAS THE EXPERIMENT THAT REALLY WAS THE CLINCHER CAUSE I WAS STILL IT WASN'T CLEAR HOW MUCH THAT WAS MECHANICS OF THE FISH HOW MUCH THAT IS CONTROL
178_sara_seager|WHAT DA WHAT IS HOW TO SIZE COMIN TO PLAY
178_sergey_levine|PROBLEMS IN WHICH IT'S EASY TO A
178_sheldon_solomon|ERE WOULDN'T BE ANY SOCIETIES
178_steven_pressfield|IT'S NOT THAT'S NOT WHAT'S INTERESTING
179_david_patterson|AND THAT ETS YOU HE TIME O CASE SO THAT'S BONOTILIST LOOK AT THIS A METRIC OF HOW LONG THEY TAKE THE INSTRUCTION TO RUN WILE TURNS DOWN
179_françois_chollet|PROB IM SO OSY DE THAT
179_joscha_bach|BESLIMALTIMEDIA CONTENT AND IS THE BOTTLE OF WHAT THE PERSON WOULD FEEL IF IT EXISTED
179_sara_seager|OW DOS DEM
179_sergey_levine|YOU WILL GET A LOT OF MONEY IF YOU CAN DO IT WELL WHAT AS YOUR BODY GRASPING
179_steven_pressfield|ABOUT IT TO ME
180_ben_goertzel|HE LET IT PROTEST
180_david_patterson|SO IN THESE RISIS DEBATES WE WOULD
180_françois_chollet|EACHUST MENTIONED INTELLIGENCE IN LANGUAGE AND MOTION
180_jitendra_malik|NURALL NUTWORKS D' YOU THINK IT WILL LOOK SIMILAR
180_joscha_bach|SO IT'S A VIRTUAL PERSON
180_kate_darling|THE FULL LIKE PI LEAN EXPLORING THE FULL COMPLEXITY AND RICHNESS OF WHO YOU ARE
180_manolis_kellis|WHERE SHOULD YOU GO TO LEARN ABOUT THE
180_richard_karp|WHAT YOU DO IS A
180_robert_langer|O IS THEIR ANVASUS IS NOT A BAD WORD SAYS THERE POSSIBILY TO B
180_russ_tedrake|MANY GOOD EXPERIMENTS
180_steven_pressfield|BUT DIDN'T YOU JUST SAY
181_ben_goertzel|CALLED SLAM STUDENT LEAGUE AGAINST MORTALITY THEY WERE PROTESTING AGAINST DEATH AND WAT WAT WANT WANDERING ACROSS THE CAMPAS SO HE
181_brian_kernighan|EUNUCHS THE OPERATING SYSTEM ITSELF WAS PORTABLE AS WERE ALL THE TOOLS THAT ALL WERE
181_david_eagleman|IT MAY NOT BE THAT PLASTICITY IS DIMINISHING IT MAY BE THAT THEIR INTERNAL MODEL ESSENTIALLY
181_david_patterson|THEY WOULD CONCENTRATE ON BUT RISK NAKES NEEDS TO TAKE MORE INSTRUCTIONS
181_françois_chollet|OUTSTAR BECOMING PARINOID
181_grant_sanderson|WE'LL TALK ABOUT IT A LITTLE BIT I THINK WE YOU'VE DONE SOME INERACTIS STUFF AND M EVEN IN YOUR VIDIOS
181_karl_friston|ESSENTIALLY MOVING CHANGING ONE'S SHAPE A MORE PHOR GENESIS THAT IS DYNAMIC
181_kate_darling|CO ARE YOU REALLY
181_manolis_kellis|ABALCURON VIRUS
181_peter_singer|OBJECTIVE FORMS OF SUFFERING WHICH I THINK ARE ASE
181_richard_karp|TO DEPEND ON THE OBSERVATION
181_robert_langer|WEAVE INTO THES CANVEROUS A COMPUTATIONAL COMPONENT
182_jitendra_malik|A SCIENTIFIC HYPOTHESIS AS ON WHICH WAY IS IT GOING TO GO I WILL TELL YOU WHAT I WOULD BET ON SO
182_joscha_bach|BUT HELON A SECOND DO I EXIST
182_karl_friston|ANPOSSIBLY ADAPI
182_kate_darling|II JUST FEEL IN WERE COMPLEX
182_manolis_kellis|WHAT WOULD YOU SAY ITIS SUCH A BEAUTIFUL EXAMPLE AND I THINK OF THE CURRENT PENDAMIC AN THE THE SPEED AT WHICH THE SCIENTIFIC COMMUNITY HAS MOVED
182_matt_botvinick|DOING SCIENTIFIC RESRCH THAT
182_peter_singer|GENERALLY MORE SEVERE AND ALSO PERHAPS EASIER OF THIS STAGE ANY WAY TO KNOW
182_richard_karp|THE IDENTITY OF THE
182_russ_tedrake|AND THEN THEY ASKED WHAT WOULD THAT DEAD FISH DO WHEN HITWAS HANGING OUT BEHIND THE ROCK
182_sara_seager|AND
182_steven_pressfield|IN VARIOUS WAYS WARRIORS
183_david_patterson|WHAT WHAT ARE THE INSTRUCTIONS IN THE RISK INSTRUCTION SAID JUST TO GET INTUITION
183_ian_hutchinson|CONFINING THE PLACE
183_joscha_bach|IN YOUR SIMULATION
183_karl_friston|ERDYLAMIC THAT'S GOING ON THAT DEPENDS UPON THIS DEEPLYST STRUCTURED AUTONOMOUS
183_robert_langer|SOMEABILITY TO SENSE CONTROL SOME ASPECT OF THIS GROWTH PROCESS FOR THE TISSUE
184_ben_goertzel|TEN YEARS AFTER THAT IS SOMETHING  I DISCOVERED
184_joscha_bach|LIGHT YOU DO EXIST IN A  ALMOST SIMILARL AS ME SO THER INTERNAL STATES THAT I A
184_karl_friston|ERM BEHAVIOR THE RESTS UPON
184_manolis_kellis|THE HORIZONTAL TRANSFER IN THE SPEED OF HORIZONTAL TRANSFER OF INFORMATION THE FACT THAT
185_ben_goertzel|DOUGLAS HOFFSTANDERS BOAT GORDEL ESHERBACH AND THAT WAS SORTOF TO THE SAME POINT OF
185_brian_kernighan|AND THERE WERE NO OTHER BOOKS ON SEA IT
185_joscha_bach|THAT ARE LESS ACCESSIBLE
185_karl_friston|INTERNAL DYNAMICS THAT ARE
185_manolis_kellis|ENO THE GINO WAS FIRST SEQUENCE
185_robert_langer|WORKING MOSTLY ON ONVALIDATING THESE CONSCIONT SHIPS FOR SANG WELL AT
185_sara_seager|REVAMPED IT FOR THIS NEW FIELD OF EXOPLANET ASTRONOMY
186_david_eagleman|UM I ASIN BUT IF YOU WERE EIGHTY AND YOU GOT FIRED FROM YOUR JOB AND SUDDENLY HAD TO FIGURE OUT HOW TO PROGRAME A WORD PRESS SIGHT OR SOMETHING HEU FIGURED OUT
186_grant_sanderson|I THINK THAT'S ALMOST A INEQUIVALENT OF
186_ian_hutchinson|S VERY WEAKK COMPARED
186_karl_friston|NOT ONLY MODELLING
186_manolis_kellis|IN ARLY GENUARY THE FIRST SAMPLE WAS OBTAINED DECEMBER TWENTY NINTH  NINETEENTH A WEEK AFTER THE PUBLICATION OF THE FIRST GENOBSEQUENCE
186_matt_botvinick|WHAT WHAT HAD ALWAYS FASCINATED ME
186_peter_singer|SORRY TO LINGER ON IT BECAUSE HE KIND HAVE SAID IT BUT JUST TO EM
186_robert_langer|O WHAT KIND OF TISSUES CAN WE JINEER TO DAY
186_sara_seager|HE'S HE ILIGRAD TOLD APPROVAL WHAT MAY A ACASU SIR NOT AER IF HE'D ACTUALLY READ THE SUFF ABOUT
186_steven_pressfield|IS ARACTE
187_brian_kernighan|AND I'M NOT SURE IT COMPLETELY SUCCEEDED BUT IT MOSTLY WORKED OUT FAIRLY WELL WATYTHING IS THE POWER OF EXAMPLE I MEAN YER
187_david_eagleman|IN THIS REGARD WHICH IS ADDING
187_dileep_george|A TIANGLE YOU UNDERSTAND WHERE THE CONTUSE OF THE TANGLE ARE
187_françois_chollet|AND I WILL START BECOMING PARINOIED OS NOT
187_karl_friston|THEY DATA IMPRESSED UPON THEIR SURFACE OR THE BLANKET STATES BUT THEY ARE
187_matt_botvinick|EVEN WHEN I WAS A PRETTY YOUNG KID I THINK
187_peter_singer|IS ELIMINATION THE GOAL FOR THE AFFLUENT SOCIETY SO
187_sara_seager|MY EQUATION BUT HE WAS CALL THAT HE WAS CO SCHOOLER I OHI SAW IT I JUST SAID LIKE FIFTEEN DIFFERENT THINGS BUT MAYBE
187_sergey_levine|IF YOU GET REALLY GOOD TO PICK ME UP BOXES AND NOW YOU HAVE TO PICK UP PLASTING BAGS IM
187_steven_pressfield|NAMED TELAMON WHOSE ACTUAL ITS THE LONG STORY BUT A
188_david_eagleman|A MACHINE A COMPUTER
188_david_patterson|IN A CALCULATOR IS THAT THE COMPUTER CAN MAKE DECISIONS
188_françois_chollet|YOU NOT JUST
188_ian_hutchinson|ON EARTH AND SO WE NEED A STRONGER FORCE
188_matt_botvinick|I WAS THE
188_peter_singer|IS THERE A CRUITT YONOW DO YOU SEE IS SUFFERINGS THE CREATIVE FORCE
188_richard_karp|ALL SOLUTIONS DECREASED BY THE COST OF THE
188_robert_langer|LIKE BUTTER COLD FACED THREE TROUS THAT ARE AT COMPLETE OR NEAR COMPLETION FOR A MAKING NEW BLOOD VESSELS
188_russ_tedrake|NO MOTORS NO CONTROL
188_sergey_levine|YOU NOW YOU JUST NEED TO EMPLOY VERY DIFFERENT STROTEGY AND
188_sheldon_solomon|MOREOVER
189_david_eagleman|FIRSVALT IT'S TERRIFIC THAT PEOPLE ARE JUMPING INTO DOING THAT CAUSE IT'S CLEARLY THE
189_david_patterson|BUT IT COULDN'T MAKE DECISIONS IT WOULD JUST IT WOULD DO THE SAME THING OVER AND OVER AGAIN
189_grant_sanderson|I THINK THE THING ABOUT INTERACTIVES THOUGH AS MOST PEOPLE CONSUMING THEM
189_joscha_bach|IS THE ENTIRETY OF EXISTENCE A STIMULATION AND WERE A KIND OF EACH MIND IS A LITTLE SUBSIMULATION
189_kate_darling|WHAT WE SHOULD FOLLOW UM IF WE CARE ABOUT CREATING SYSTEMATIC RULES THAT APPLY TO EVERYONE SO I THINK THAT
189_manolis_kellis|YEH THEY DID BUT WITHIN TWENTY FOUR HOURS THEY WERE DIBUNC
189_peter_singer|I I DON'T REALLY KNOW MANY PEOPLE HAVE SUGGESTED THAT AND I CERTAINLY CAN
